industry,sku,product_name,date,demand,unit
Pharma,PH005,Cetirizine 10mg,2026-03-16,41,strips
Pharma,PH005,Cetirizine 10mg,2026-03-17,48,strips
Pharma,PH005,Cetirizine 10mg,2026-03-18,47,strips
Pharma,PH005,Cetirizine 10mg,2026-03-19,33,strips
Pharma,PH005,Cetirizine 10mg,2026-03-20,38,strips
Pharma,PH005,Cetirizine 10mg,2026-03-21,30,strips
Pharma,PH005,Cetirizine 10mg,2026-03-22,40,strips
Pharma,PH005,Cetirizine 10mg,2026-03-23,44,strips
Pharma,PH005,Cetirizine 10mg,2026-03-24,41,strips
Pharma,PH005,Cetirizine 10mg,2026-03-25,45,strips
Pharma,PH005,Cetirizine 10mg,2026-03-26,39,strips
Pharma,PH006,Metformin 500mg,2025-12-27,22,strips
Pharma,PH006,Metformin 500mg,2025-12-28,26,strips
Pharma,PH006,Metformin 500mg,2025-12-29,23,strips
Pharma,PH006,Metformin 500mg,2025-12-30,32,strips
Pharma,PH006,Metformin 500mg,2025-12-31,29,strips
Pharma,PH006,Metformin 500mg,2026-01-01,26,strips
Pharma,PH006,Metformin 500mg,2026-01-02,25,strips
Pharma,PH006,Metformin 500mg,2026-01-03,20,strips
Pharma,PH006,Metformin 500mg,2026-01-04,22,strips
Pharma,PH006,Metformin 500mg,2026-01-05,23,strips
Pharma,PH006,Metformin 500mg,2026-01-06,38,strips
Pharma,PH006,Metformin 500mg,2026-01-07,31,strips
Pharma,PH006,Metformin 500mg,2026-01-08,26,strips
Pharma,PH006,Metformin 500mg,2026-01-09,26,strips
Pharma,PH006,Metformin 500mg,2026-01-10,23,strips
Pharma,PH006,Metformin 500mg,2026-01-11,23,strips
Pharma,PH006,Metformin 500mg,2026-01-12,29,strips
Pharma,PH006,Metformin 500mg,2026-01-13,34,strips
Pharma,PH006,Metformin 500mg,2026-01-14,30,strips
Pharma,PH006,Metformin 500mg,2026-01-15,27,strips
Pharma,PH006,Metformin 500mg,2026-01-16,25,strips
Pharma,PH006,Metformin 500mg,2026-01-17,17,strips
Pharma,PH006,Metformin 500mg,2026-01-18,20,strips
Pharma,PH006,Metformin 500mg,2026-01-19,32,strips
Pharma,PH006,Metformin 500mg,2026-01-20,37,strips
Pharma,PH006,Metformin 500mg,2026-01-21,31,strips
Pharma,PH006,Metformin 500mg,2026-01-22,32,strips
Pharma,PH006,Metformin 500mg,2026-01-23,27,strips
Pharma,PH006,Metformin 500mg,2026-01-24,33,strips
Pharma,PH006,Metformin 500mg,2026-01-25,28,strips
Pharma,PH006,Metformin 500mg,2026-01-26,28,strips
Pharma,PH006,Metformin 500mg,2026-01-27,28,strips
Pharma,PH006,Metformin 500mg,2026-01-28,26,strips
Pharma,PH006,Metformin 500mg,2026-01-29,31,strips
Pharma,PH006,Metformin 500mg,2026-01-30,24,strips
Pharma,PH006,Metformin 500mg,2026-01-31,20,strips
Pharma,PH006,Metformin 500mg,2026-02-01,23,strips
Pharma,PH006,Metformin 500mg,2026-02-02,25,strips
Pharma,PH006,Metformin 500mg,2026-02-03,39,strips
Pharma,PH006,Metformin 500mg,2026-02-04,36,strips
Pharma,PH006,Metformin 500mg,2026-02-05,31,strips
Pharma,PH006,Metformin 500mg,2026-02-06,32,strips
Pharma,PH006,Metformin 500mg,2026-02-07,25,strips
Pharma,PH006,Metformin 500mg,2026-02-08,23,strips
Pharma,PH006,Metformin 500mg,2026-02-09,34,strips
Pharma,PH006,Metformin 500mg,2026-02-10,35,strips
Pharma,PH006,Metformin 500mg,2026-02-11,29,strips
Pharma,PH006,Metformin 500mg,2026-02-12,30,strips
Pharma,PH006,Metformin 500mg,2026-02-13,24,strips
Pharma,PH006,Metformin 500mg,2026-02-14,21,strips
Pharma,PH006,Metformin 500mg,2026-02-15,29,strips
Pharma,PH006,Metformin 500mg,2026-02-16,36,strips
Pharma,PH006,Metformin 500mg,2026-02-17,27,strips
Pharma,PH006,Metformin 500mg,2026-02-18,36,strips
Pharma,PH006,Metformin 500mg,2026-02-19,29,strips
Pharma,PH006,Metformin 500mg,2026-02-20,26,strips
Pharma,PH006,Metformin 500mg,2026-02-21,23,strips
Pharma,PH006,Metformin 500mg,2026-02-22,23,strips
Pharma,PH006,Metformin 500mg,2026-02-23,30,strips
Pharma,PH006,Metformin 500mg,2026-02-24,30,strips
Pharma,PH006,Metformin 500mg,2026-02-25,35,strips
Pharma,PH006,Metformin 500mg,2026-02-26,32,strips
Pharma,PH006,Metformin 500mg,2026-02-27,27,strips
Pharma,PH006,Metformin 500mg,2026-02-28,23,strips
Pharma,PH006,Metformin 500mg,2026-03-01,25,strips
Pharma,PH006,Metformin 500mg,2026-03-02,33,strips
Pharma,PH006,Metformin 500mg,2026-03-03,36,strips
Pharma,PH006,Metformin 500mg,2026-03-04,30,strips
Pharma,PH006,Metformin 500mg,2026-03-05,33,strips
Pharma,PH006,Metformin 500mg,2026-03-06,31,strips
Pharma,PH006,Metformin 500mg,2026-03-07,21,strips
Pharma,PH006,Metformin 500mg,2026-03-08,28,strips
Pharma,PH006,Metformin 500mg,2026-03-09,28,strips
Pharma,PH006,Metformin 500mg,2026-03-10,36,strips
Pharma,PH006,Metformin 500mg,2026-03-11,32,strips
Pharma,PH006,Metformin 500mg,2026-03-12,25,strips
Pharma,PH006,Metformin 500mg,2026-03-13,23,strips
Pharma,PH006,Metformin 500mg,2026-03-14,26,strips
Pharma,PH006,Metformin 500mg,2026-03-15,28,strips
Pharma,PH006,Metformin 500mg,2026-03-16,27,strips
Pharma,PH006,Metformin 500mg,2026-03-17,37,strips
Pharma,PH006,Metformin 500mg,2026-03-18,28,strips
Pharma,PH006,Metformin 500mg,2026-03-19,33,strips
Pharma,PH006,Metformin 500mg,2026-03-20,25,strips
Pharma,PH006,Metformin 500mg,2026-03-21,24,strips
Pharma,PH006,Metformin 500mg,2026-03-22,28,strips
Pharma,PH006,Metformin 500mg,2026-03-23,28,strips
Pharma,PH006,Metformin 500mg,2026-03-24,33,strips
Pharma,PH006,Metformin 500mg,2026-03-25,40,strips
Pharma,PH006,Metformin 500mg,2026-03-26,31,strips
FMCG,FG001,Surf Excel 1kg,2025-12-27,45,units
FMCG,FG001,Surf Excel 1kg,2025-12-28,36,units
FMCG,FG001,Surf Excel 1kg,2025-12-29,51,units
FMCG,FG001,Surf Excel 1kg,2025-12-30,63,units
FMCG,FG001,Surf Excel 1kg,2025-12-31,39,units
FMCG,FG001,Surf Excel 1kg,2026-01-01,46,units
FMCG,FG001,Surf Excel 1kg,2026-01-02,48,units
FMCG,FG001,Surf Excel 1kg,2026-01-03,40,units
FMCG,FG001,Surf Excel 1kg,2026-01-04,44,units
FMCG,FG001,Surf Excel 1kg,2026-01-05,45,units
FMCG,FG001,Surf Excel 1kg,2026-01-06,55,units
FMCG,FG001,Surf Excel 1kg,2026-01-07,55,units
FMCG,FG001,Surf Excel 1kg,2026-01-08,59,units
FMCG,FG001,Surf Excel 1kg,2026-01-09,47,units
FMCG,FG001,Surf Excel 1kg,2026-01-10,43,units
FMCG,FG001,Surf Excel 1kg,2026-01-11,41,units
FMCG,FG001,Surf Excel 1kg,2026-01-12,46,units
FMCG,FG001,Surf Excel 1kg,2026-01-13,52,units
FMCG,FG001,Surf Excel 1kg,2026-01-14,59,units
FMCG,FG001,Surf Excel 1kg,2026-01-15,50,units
FMCG,FG001,Surf Excel 1kg,2026-01-16,48,units
FMCG,FG001,Surf Excel 1kg,2026-01-17,53,units
FMCG,FG001,Surf Excel 1kg,2026-01-18,48,units
FMCG,FG001,Surf Excel 1kg,2026-01-19,48,units
FMCG,FG001,Surf Excel 1kg,2026-01-20,64,units
FMCG,FG001,Surf Excel 1kg,2026-01-21,54,units
FMCG,FG001,Surf Excel 1kg,2026-01-22,40,units
FMCG,FG001,Surf Excel 1kg,2026-01-23,41,units
FMCG,FG001,Surf Excel 1kg,2026-01-24,33,units
FMCG,FG001,Surf Excel 1kg,2026-01-25,42,units
FMCG,FG001,Surf Excel 1kg,2026-01-26,50,units
FMCG,FG001,Surf Excel 1kg,2026-01-27,68,units
FMCG,FG001,Surf Excel 1kg,2026-01-28,60,units
FMCG,FG001,Surf Excel 1kg,2026-01-29,53,units
FMCG,FG001,Surf Excel 1kg,2026-01-30,52,units
FMCG,FG001,Surf Excel 1kg,2026-01-31,32,units
FMCG,FG001,Surf Excel 1kg,2026-02-01,46,units
FMCG,FG001,Surf Excel 1kg,2026-02-02,56,units
FMCG,FG001,Surf Excel 1kg,2026-02-03,47,units
FMCG,FG001,Surf Excel 1kg,2026-02-04,67,units
FMCG,FG001,Surf Excel 1kg,2026-02-05,57,units
FMCG,FG001,Surf Excel 1kg,2026-02-06,46,units
FMCG,FG001,Surf Excel 1kg,2026-02-07,47,units
FMCG,FG001,Surf Excel 1kg,2026-02-08,58,units
FMCG,FG001,Surf Excel 1kg,2026-02-09,53,units
FMCG,FG001,Surf Excel 1kg,2026-02-10,60,units
FMCG,FG001,Surf Excel 1kg,2026-02-11,56,units
FMCG,FG001,Surf Excel 1kg,2026-02-12,50,units
FMCG,FG001,Surf Excel 1kg,2026-02-13,54,units
FMCG,FG001,Surf Excel 1kg,2026-02-14,40,units
FMCG,FG001,Surf Excel 1kg,2026-02-15,47,units
FMCG,FG001,Surf Excel 1kg,2026-02-16,49,units
FMCG,FG001,Surf Excel 1kg,2026-02-17,62,units
FMCG,FG001,Surf Excel 1kg,2026-02-18,63,units
FMCG,FG001,Surf Excel 1kg,2026-02-19,63,units
FMCG,FG001,Surf Excel 1kg,2026-02-20,46,units
FMCG,FG001,Surf Excel 1kg,2026-02-21,44,units
FMCG,FG001,Surf Excel 1kg,2026-02-22,41,units
FMCG,FG001,Surf Excel 1kg,2026-02-23,50,units
FMCG,FG001,Surf Excel 1kg,2026-02-24,62,units
FMCG,FG001,Surf Excel 1kg,2026-02-25,67,units
FMCG,FG001,Surf Excel 1kg,2026-02-26,51,units
FMCG,FG001,Surf Excel 1kg,2026-02-27,55,units
FMCG,FG001,Surf Excel 1kg,2026-02-28,53,units
FMCG,FG001,Surf Excel 1kg,2026-03-01,50,units
FMCG,FG001,Surf Excel 1kg,2026-03-02,66,units
FMCG,FG001,Surf Excel 1kg,2026-03-03,55,units
FMCG,FG001,Surf Excel 1kg,2026-03-04,53,units
FMCG,FG001,Surf Excel 1kg,2026-03-05,45,units
FMCG,FG001,Surf Excel 1kg,2026-03-06,60,units
FMCG,FG001,Surf Excel 1kg,2026-03-07,50,units
FMCG,FG001,Surf Excel 1kg,2026-03-08,48,units
FMCG,FG001,Surf Excel 1kg,2026-03-09,56,units
FMCG,FG001,Surf Excel 1kg,2026-03-10,53,units
FMCG,FG001,Surf Excel 1kg,2026-03-11,81,units
FMCG,FG001,Surf Excel 1kg,2026-03-12,59,units
FMCG,FG001,Surf Excel 1kg,2026-03-13,52,units
FMCG,FG001,Surf Excel 1kg,2026-03-14,51,units
FMCG,FG001,Surf Excel 1kg,2026-03-15,51,units
FMCG,FG001,Surf Excel 1kg,2026-03-16,57,units
FMCG,FG001,Surf Excel 1kg,2026-03-17,56,units
FMCG,FG001,Surf Excel 1kg,2026-03-18,67,units
FMCG,FG001,Surf Excel 1kg,2026-03-19,72,units
FMCG,FG001,Surf Excel 1kg,2026-03-20,60,units
FMCG,FG001,Surf Excel 1kg,2026-03-21,57,units
FMCG,FG001,Surf Excel 1kg,2026-03-22,46,units
FMCG,FG001,Surf Excel 1kg,2026-03-23,49,units
FMCG,FG001,Surf Excel 1kg,2026-03-24,62,units
FMCG,FG001,Surf Excel 1kg,2026-03-25,65,units
FMCG,FG001,Surf Excel 1kg,2026-03-26,68,units
FMCG,FG002,Maggi Noodles 70g,2025-12-27,40,cartons
FMCG,FG002,Maggi Noodles 70g,2025-12-28,62,cartons
FMCG,FG002,Maggi Noodles 70g,2025-12-29,59,cartons
FMCG,FG002,Maggi Noodles 70g,2025-12-30,63,cartons
FMCG,FG002,Maggi Noodles 70g,2025-12-31,60,cartons
FMCG,FG002,Maggi Noodles 70g,2026-01-01,51,cartons
FMCG,FG002,Maggi Noodles 70g,2026-01-02,62,cartons
FMCG,FG002,Maggi Noodles 70g,2026-01-03,52,cartons
FMCG,FG002,Maggi Noodles 70g,2026-01-04,45,cartons
FMCG,FG002,Maggi Noodles 70g,2026-01-05,51,cartons
FMCG,FG002,Maggi Noodles 70g,2026-01-06,65,cartons
FMCG,FG002,Maggi Noodles 70g,2026-01-07,84,cartons
FMCG,FG002,Maggi Noodles 70g,2026-01-08,63,cartons
FMCG,FG002,Maggi Noodles 70g,2026-01-09,47,cartons
FMCG,FG002,Maggi Noodles 70g,2026-01-10,51,cartons
FMCG,FG002,Maggi Noodles 70g,2026-01-11,52,cartons
FMCG,FG002,Maggi Noodles 70g,2026-01-12,41,cartons
FMCG,FG002,Maggi Noodles 70g,2026-01-13,68,cartons
FMCG,FG002,Maggi Noodles 70g,2026-01-14,69,cartons
FMCG,FG002,Maggi Noodles 70g,2026-01-15,71,cartons
FMCG,FG002,Maggi Noodles 70g,2026-01-16,71,cartons
FMCG,FG002,Maggi Noodles 70g,2026-01-17,60,cartons
FMCG,FG002,Maggi Noodles 70g,2026-01-18,53,cartons
FMCG,FG002,Maggi Noodles 70g,2026-01-19,54,cartons
FMCG,FG002,Maggi Noodles 70g,2026-01-20,91,cartons
FMCG,FG002,Maggi Noodles 70g,2026-01-21,72,cartons
FMCG,FG002,Maggi Noodles 70g,2026-01-22,67,cartons
FMCG,FG002,Maggi Noodles 70g,2026-01-23,58,cartons
FMCG,FG002,Maggi Noodles 70g,2026-01-24,55,cartons
FMCG,FG002,Maggi Noodles 70g,2026-01-25,55,cartons
FMCG,FG002,Maggi Noodles 70g,2026-01-26,59,cartons
FMCG,FG002,Maggi Noodles 70g,2026-01-27,66,cartons
FMCG,FG002,Maggi Noodles 70g,2026-01-28,72,cartons
FMCG,FG002,Maggi Noodles 70g,2026-01-29,63,cartons
FMCG,FG002,Maggi Noodles 70g,2026-01-30,54,cartons
FMCG,FG002,Maggi Noodles 70g,2026-01-31,55,cartons
FMCG,FG002,Maggi Noodles 70g,2026-02-01,55,cartons
FMCG,FG002,Maggi Noodles 70g,2026-02-02,76,cartons
FMCG,FG002,Maggi Noodles 70g,2026-02-03,49,cartons
FMCG,FG002,Maggi Noodles 70g,2026-02-04,83,cartons
FMCG,FG002,Maggi Noodles 70g,2026-02-05,79,cartons
FMCG,FG002,Maggi Noodles 70g,2026-02-06,45,cartons
FMCG,FG002,Maggi Noodles 70g,2026-02-07,53,cartons
FMCG,FG002,Maggi Noodles 70g,2026-02-08,54,cartons
FMCG,FG002,Maggi Noodles 70g,2026-02-09,54,cartons
FMCG,FG002,Maggi Noodles 70g,2026-02-10,66,cartons
FMCG,FG002,Maggi Noodles 70g,2026-02-11,65,cartons
FMCG,FG002,Maggi Noodles 70g,2026-02-12,84,cartons
FMCG,FG002,Maggi Noodles 70g,2026-02-13,68,cartons
FMCG,FG002,Maggi Noodles 70g,2026-02-14,64,cartons
FMCG,FG002,Maggi Noodles 70g,2026-02-15,63,cartons
FMCG,FG002,Maggi Noodles 70g,2026-02-16,57,cartons
FMCG,FG002,Maggi Noodles 70g,2026-02-17,69,cartons
FMCG,FG002,Maggi Noodles 70g,2026-02-18,80,cartons
FMCG,FG002,Maggi Noodles 70g,2026-02-19,60,cartons
FMCG,FG002,Maggi Noodles 70g,2026-02-20,67,cartons
FMCG,FG002,Maggi Noodles 70g,2026-02-21,55,cartons
FMCG,FG002,Maggi Noodles 70g,2026-02-22,56,cartons
FMCG,FG002,Maggi Noodles 70g,2026-02-23,72,cartons
FMCG,FG002,Maggi Noodles 70g,2026-02-24,78,cartons
FMCG,FG002,Maggi Noodles 70g,2026-02-25,73,cartons
FMCG,FG002,Maggi Noodles 70g,2026-02-26,81,cartons
FMCG,FG002,Maggi Noodles 70g,2026-02-27,54,cartons
FMCG,FG002,Maggi Noodles 70g,2026-02-28,61,cartons
FMCG,FG002,Maggi Noodles 70g,2026-03-01,63,cartons
FMCG,FG002,Maggi Noodles 70g,2026-03-02,65,cartons
FMCG,FG002,Maggi Noodles 70g,2026-03-03,78,cartons
FMCG,FG002,Maggi Noodles 70g,2026-03-04,66,cartons
FMCG,FG002,Maggi Noodles 70g,2026-03-05,80,cartons
FMCG,FG002,Maggi Noodles 70g,2026-03-06,62,cartons
FMCG,FG002,Maggi Noodles 70g,2026-03-07,54,cartons
FMCG,FG002,Maggi Noodles 70g,2026-03-08,68,cartons
FMCG,FG002,Maggi Noodles 70g,2026-03-09,62,cartons
FMCG,FG002,Maggi Noodles 70g,2026-03-10,63,cartons
FMCG,FG002,Maggi Noodles 70g,2026-03-11,64,cartons
FMCG,FG002,Maggi Noodles 70g,2026-03-12,78,cartons
FMCG,FG002,Maggi Noodles 70g,2026-03-13,54,cartons
FMCG,FG002,Maggi Noodles 70g,2026-03-14,71,cartons
FMCG,FG002,Maggi Noodles 70g,2026-03-15,45,cartons
FMCG,FG002,Maggi Noodles 70g,2026-03-16,83,cartons
FMCG,FG002,Maggi Noodles 70g,2026-03-17,79,cartons
FMCG,FG002,Maggi Noodles 70g,2026-03-18,78,cartons
FMCG,FG002,Maggi Noodles 70g,2026-03-19,69,cartons
FMCG,FG002,Maggi Noodles 70g,2026-03-20,68,cartons
FMCG,FG002,Maggi Noodles 70g,2026-03-21,59,cartons
FMCG,FG002,Maggi Noodles 70g,2026-03-22,70,cartons
FMCG,FG002,Maggi Noodles 70g,2026-03-23,71,cartons
FMCG,FG002,Maggi Noodles 70g,2026-03-24,80,cartons
FMCG,FG002,Maggi Noodles 70g,2026-03-25,77,cartons
FMCG,FG002,Maggi Noodles 70g,2026-03-26,74,cartons
FMCG,FG003,Colgate 200g,2025-12-27,37,units
FMCG,FG003,Colgate 200g,2025-12-28,29,units
FMCG,FG003,Colgate 200g,2025-12-29,35,units
FMCG,FG003,Colgate 200g,2025-12-30,51,units
FMCG,FG003,Colgate 200g,2025-12-31,49,units
FMCG,FG003,Colgate 200g,2026-01-01,44,units
FMCG,FG003,Colgate 200g,2026-01-02,39,units
FMCG,FG003,Colgate 200g,2026-01-03,37,units
FMCG,FG003,Colgate 200g,2026-01-04,35,units
FMCG,FG003,Colgate 200g,2026-01-05,38,units
FMCG,FG003,Colgate 200g,2026-01-06,48,units
FMCG,FG003,Colgate 200g,2026-01-07,43,units
FMCG,FG003,Colgate 200g,2026-01-08,48,units
FMCG,FG003,Colgate 200g,2026-01-09,32,units
FMCG,FG003,Colgate 200g,2026-01-10,41,units
FMCG,FG003,Colgate 200g,2026-01-11,40,units
FMCG,FG003,Colgate 200g,2026-01-12,44,units
FMCG,FG003,Colgate 200g,2026-01-13,54,units
FMCG,FG003,Colgate 200g,2026-01-14,59,units
FMCG,FG003,Colgate 200g,2026-01-15,52,units
FMCG,FG003,Colgate 200g,2026-01-16,31,units
FMCG,FG003,Colgate 200g,2026-01-17,31,units
FMCG,FG003,Colgate 200g,2026-01-18,35,units
FMCG,FG003,Colgate 200g,2026-01-19,44,units
FMCG,FG003,Colgate 200g,2026-01-20,52,units
FMCG,FG003,Colgate 200g,2026-01-21,46,units
FMCG,FG003,Colgate 200g,2026-01-22,48,units
FMCG,FG003,Colgate 200g,2026-01-23,37,units
FMCG,FG003,Colgate 200g,2026-01-24,35,units
FMCG,FG003,Colgate 200g,2026-01-25,32,units
FMCG,FG003,Colgate 200g,2026-01-26,39,units
FMCG,FG003,Colgate 200g,2026-01-27,41,units
FMCG,FG003,Colgate 200g,2026-01-28,45,units
FMCG,FG003,Colgate 200g,2026-01-29,53,units
FMCG,FG003,Colgate 200g,2026-01-30,37,units
FMCG,FG003,Colgate 200g,2026-01-31,50,units
FMCG,FG003,Colgate 200g,2026-02-01,42,units
FMCG,FG003,Colgate 200g,2026-02-02,46,units
FMCG,FG003,Colgate 200g,2026-02-03,45,units
FMCG,FG003,Colgate 200g,2026-02-04,56,units
FMCG,FG003,Colgate 200g,2026-02-05,44,units
FMCG,FG003,Colgate 200g,2026-02-06,43,units
FMCG,FG003,Colgate 200g,2026-02-07,50,units
FMCG,FG003,Colgate 200g,2026-02-08,39,units
FMCG,FG003,Colgate 200g,2026-02-09,51,units
FMCG,FG003,Colgate 200g,2026-02-10,46,units
FMCG,FG003,Colgate 200g,2026-02-11,52,units
FMCG,FG003,Colgate 200g,2026-02-12,59,units
FMCG,FG003,Colgate 200g,2026-02-13,39,units
FMCG,FG003,Colgate 200g,2026-02-14,47,units
FMCG,FG003,Colgate 200g,2026-02-15,44,units
FMCG,FG003,Colgate 200g,2026-02-16,43,units
FMCG,FG003,Colgate 200g,2026-02-17,55,units
FMCG,FG003,Colgate 200g,2026-02-18,59,units
FMCG,FG003,Colgate 200g,2026-02-19,53,units
FMCG,FG003,Colgate 200g,2026-02-20,35,units
FMCG,FG003,Colgate 200g,2026-02-21,36,units
FMCG,FG003,Colgate 200g,2026-02-22,40,units
FMCG,FG003,Colgate 200g,2026-02-23,46,units
FMCG,FG003,Colgate 200g,2026-02-24,56,units
FMCG,FG003,Colgate 200g,2026-02-25,55,units
FMCG,FG003,Colgate 200g,2026-02-26,42,units
FMCG,FG003,Colgate 200g,2026-02-27,46,units
FMCG,FG003,Colgate 200g,2026-02-28,43,units
FMCG,FG003,Colgate 200g,2026-03-01,44,units
FMCG,FG003,Colgate 200g,2026-03-02,53,units
FMCG,FG003,Colgate 200g,2026-03-03,58,units
FMCG,FG003,Colgate 200g,2026-03-04,57,units
FMCG,FG003,Colgate 200g,2026-03-05,50,units
FMCG,FG003,Colgate 200g,2026-03-06,35,units
FMCG,FG003,Colgate 200g,2026-03-07,42,units
FMCG,FG003,Colgate 200g,2026-03-08,43,units
FMCG,FG003,Colgate 200g,2026-03-09,49,units
FMCG,FG003,Colgate 200g,2026-03-10,45,units
FMCG,FG003,Colgate 200g,2026-03-11,48,units
FMCG,FG003,Colgate 200g,2026-03-12,57,units
FMCG,FG003,Colgate 200g,2026-03-13,45,units
FMCG,FG003,Colgate 200g,2026-03-14,44,units
FMCG,FG003,Colgate 200g,2026-03-15,43,units
FMCG,FG003,Colgate 200g,2026-03-16,48,units
FMCG,FG003,Colgate 200g,2026-03-17,60,units
FMCG,FG003,Colgate 200g,2026-03-18,52,units
FMCG,FG003,Colgate 200g,2026-03-19,52,units
FMCG,FG003,Colgate 200g,2026-03-20,43,units
FMCG,FG003,Colgate 200g,2026-03-21,39,units
FMCG,FG003,Colgate 200g,2026-03-22,41,units
FMCG,FG003,Colgate 200g,2026-03-23,50,units
FMCG,FG003,Colgate 200g,2026-03-24,51,units
FMCG,FG003,Colgate 200g,2026-03-25,65,units
FMCG,FG003,Colgate 200g,2026-03-26,47,units
FMCG,FG004,Tata Salt 1kg,2025-12-27,60,units
FMCG,FG004,Tata Salt 1kg,2025-12-28,60,units
FMCG,FG004,Tata Salt 1kg,2025-12-29,84,units
FMCG,FG004,Tata Salt 1kg,2025-12-30,82,units
FMCG,FG004,Tata Salt 1kg,2025-12-31,93,units
FMCG,FG004,Tata Salt 1kg,2026-01-01,63,units
FMCG,FG004,Tata Salt 1kg,2026-01-02,70,units
FMCG,FG004,Tata Salt 1kg,2026-01-03,68,units
FMCG,FG004,Tata Salt 1kg,2026-01-04,65,units
FMCG,FG004,Tata Salt 1kg,2026-01-05,82,units
FMCG,FG004,Tata Salt 1kg,2026-01-06,76,units
FMCG,FG004,Tata Salt 1kg,2026-01-07,98,units
FMCG,FG004,Tata Salt 1kg,2026-01-08,100,units
FMCG,FG004,Tata Salt 1kg,2026-01-09,66,units
FMCG,FG004,Tata Salt 1kg,2026-01-10,59,units
FMCG,FG004,Tata Salt 1kg,2026-01-11,76,units
FMCG,FG004,Tata Salt 1kg,2026-01-12,88,units
FMCG,FG004,Tata Salt 1kg,2026-01-13,77,units
FMCG,FG004,Tata Salt 1kg,2026-01-14,81,units
FMCG,FG004,Tata Salt 1kg,2026-01-15,76,units
FMCG,FG004,Tata Salt 1kg,2026-01-16,58,units
FMCG,FG004,Tata Salt 1kg,2026-01-17,56,units
FMCG,FG004,Tata Salt 1kg,2026-01-18,58,units
FMCG,FG004,Tata Salt 1kg,2026-01-19,68,units
FMCG,FG004,Tata Salt 1kg,2026-01-20,83,units
FMCG,FG004,Tata Salt 1kg,2026-01-21,89,units
FMCG,FG004,Tata Salt 1kg,2026-01-22,95,units
FMCG,FG004,Tata Salt 1kg,2026-01-23,62,units
FMCG,FG004,Tata Salt 1kg,2026-01-24,72,units
FMCG,FG004,Tata Salt 1kg,2026-01-25,65,units
FMCG,FG004,Tata Salt 1kg,2026-01-26,75,units
FMCG,FG004,Tata Salt 1kg,2026-01-27,92,units
FMCG,FG004,Tata Salt 1kg,2026-01-28,75,units
FMCG,FG004,Tata Salt 1kg,2026-01-29,85,units
FMCG,FG004,Tata Salt 1kg,2026-01-30,73,units
FMCG,FG004,Tata Salt 1kg,2026-01-31,69,units
FMCG,FG004,Tata Salt 1kg,2026-02-01,70,units
FMCG,FG004,Tata Salt 1kg,2026-02-02,100,units
FMCG,FG004,Tata Salt 1kg,2026-02-03,79,units
FMCG,FG004,Tata Salt 1kg,2026-02-04,83,units
FMCG,FG004,Tata Salt 1kg,2026-02-05,76,units
FMCG,FG004,Tata Salt 1kg,2026-02-06,67,units
FMCG,FG004,Tata Salt 1kg,2026-02-07,61,units
FMCG,FG004,Tata Salt 1kg,2026-02-08,78,units
FMCG,FG004,Tata Salt 1kg,2026-02-09,91,units
FMCG,FG004,Tata Salt 1kg,2026-02-10,81,units
FMCG,FG004,Tata Salt 1kg,2026-02-11,81,units
FMCG,FG004,Tata Salt 1kg,2026-02-12,88,units
FMCG,FG004,Tata Salt 1kg,2026-02-13,68,units
FMCG,FG004,Tata Salt 1kg,2026-02-14,72,units
FMCG,FG004,Tata Salt 1kg,2026-02-15,71,units
FMCG,FG004,Tata Salt 1kg,2026-02-16,64,units
FMCG,FG004,Tata Salt 1kg,2026-02-17,105,units
FMCG,FG004,Tata Salt 1kg,2026-02-18,110,units
FMCG,FG004,Tata Salt 1kg,2026-02-19,78,units
FMCG,FG004,Tata Salt 1kg,2026-02-20,71,units
FMCG,FG004,Tata Salt 1kg,2026-02-21,70,units
FMCG,FG004,Tata Salt 1kg,2026-02-22,73,units
FMCG,FG004,Tata Salt 1kg,2026-02-23,86,units
FMCG,FG004,Tata Salt 1kg,2026-02-24,111,units
FMCG,FG004,Tata Salt 1kg,2026-02-25,90,units
FMCG,FG004,Tata Salt 1kg,2026-02-26,77,units
FMCG,FG004,Tata Salt 1kg,2026-02-27,63,units
FMCG,FG004,Tata Salt 1kg,2026-02-28,63,units
FMCG,FG004,Tata Salt 1kg,2026-03-01,71,units
FMCG,FG004,Tata Salt 1kg,2026-03-02,98,units
FMCG,FG004,Tata Salt 1kg,2026-03-03,85,units
FMCG,FG004,Tata Salt 1kg,2026-03-04,96,units
FMCG,FG004,Tata Salt 1kg,2026-03-05,86,units
FMCG,FG004,Tata Salt 1kg,2026-03-06,87,units
FMCG,FG004,Tata Salt 1kg,2026-03-07,91,units
FMCG,FG004,Tata Salt 1kg,2026-03-08,67,units
FMCG,FG004,Tata Salt 1kg,2026-03-09,77,units
FMCG,FG004,Tata Salt 1kg,2026-03-10,103,units
FMCG,FG004,Tata Salt 1kg,2026-03-11,102,units
FMCG,FG004,Tata Salt 1kg,2026-03-12,107,units
FMCG,FG004,Tata Salt 1kg,2026-03-13,82,units
FMCG,FG004,Tata Salt 1kg,2026-03-14,67,units
FMCG,FG004,Tata Salt 1kg,2026-03-15,78,units
FMCG,FG004,Tata Salt 1kg,2026-03-16,94,units
FMCG,FG004,Tata Salt 1kg,2026-03-17,102,units
FMCG,FG004,Tata Salt 1kg,2026-03-18,101,units
